Ano,Rodada,Data,Mandante,Visitante,Gol.Mandante,Gol.Visitante,Total Gols,GP_m_20,GP_v_20,GC_m_20,GC_v_20,ShotsP_m_20,ShotsP_v_20,Elo_Dif_Abs
2020,6,11/18/20 19:00,Atletico-MG,Athletico-PR,0,2,2,37,16,24,21,340,259,2.383014362
2020,16,11/19/20 19:00,Vasco,Fortaleza,0,0,0,23,21,27,19,210,197,0.817652129
2020,22,11/20/20 20:00,RB Bragantino,Bahia,4,0,4,24,27,27,30,283,285,1.740387177
2020,22,11/21/20 19:00,Athletico-PR,Santos,1,0,1,16,29,21,23,256,216,2.338553572
2020,22,11/21/20 19:00,Flamengo,Coritiba,3,1,4,34,19,29,27,293,213,5.673974895
2020,22,11/21/20 21:00,Goias,Palmeiras,1,0,1,24,28,36,20,219,299,6.78321159
2020,22,11/22/20 18:15,Botafogo,Fortaleza,1,2,3,20,21,25,17,265,205,2.45390479
2020,22,11/22/20 16:00,Ceara,Atletico-MG,2,2,4,25,36,30,26,266,351,2.085319396
2020,22,11/22/20 20:30,Corinthians,Gremio,0,0,0,22,26,26,19,239,264,3.815113098
2020,22,11/22/20 18:15,Internacional,Fluminense,1,2,3,31,29,21,23,220,240,0.732345501
2020,22,11/22/20 16:00,Sao Paulo,Vasco,1,1,2,33,22,19,26,299,198,5.333678435
2020,22,11/23/20 20:30,Sport Recife,Atletico-GO,0,1,1,16,16,26,27,191,262,0.534812218
2020,23,11/25/20 21:30,Atletico-MG,Botafogo,2,1,3,35,20,26,26,344,275,4.225156544
2020,16,11/25/20 19:15,Ceara,Sao Paulo,1,1,2,25,32,29,19,266,297,4.848296272
2020,23,11/25/20 21:30,Coritiba,Corinthians,0,1,1,20,22,29,26,204,241,1.580179893
2020,23,11/26/20 20:00,Fortaleza,Goias,1,1,2,23,22,17,34,204,209,3.300546118
2020,23,11/28/20 21:00,Atletico-GO,Internacional,0,0,0,16,30,26,23,264,208,1.355266638
2020,23,11/28/20 19:00,Bahia,Sao Paulo,1,3,4,25,31,33,19,283,302,4.000961714
2020,23,11/28/20 17:00,Palmeiras,Athletico-PR,3,0,3,27,15,20,20,304,250,1.631679333
2020,23,11/28/20 17:00,Santos,Sport Recife,4,2,6,29,16,22,25,216,189,4.307123622
2020,23,11/30/20 20:00,Fluminense,RB Bragantino,0,0,0,30,27,23,26,237,272,2.925761627
2020,6,11/30/20 18:00,Gremio,Goias,2,1,3,25,22,19,33,264,202,6.026742291
2020,23,11/30/20 18:00,Vasco,Ceara,1,4,5,21,25,27,29,195,266,0.153830217
2020,24,12/02/20 21:30,Fortaleza,Corinthians,0,0,0,24,20,18,25,207,229,0.205892087
2020,1,12/03/20 19:00,Goias,Sao Paulo,0,3,3,22,33,34,20,197,306,6.850236131
2020,24,12/05/20 19:00,Bahia,Ceara,0,2,2,25,29,35,28,290,264,0.590567844
2020,24,12/05/20 17:00,Botafogo,Flamengo,0,1,1,21,37,28,27,264,307,7.34740797
2020,24,12/05/20 21:00,Coritiba,RB Bragantino,0,0,0,20,26,29,24,207,267,1.60484938
2020,24,12/05/20 19:00,Fluminense,Athletico-PR,3,1,4,28,14,22,20,234,242,0.931869612
2020,24,12/05/20 17:00,Santos,Palmeiras,2,2,4,30,29,23,19,216,314,0.326363214
2020,24,12/06/20 18:15,Atletico-MG,Internacional,2,2,4,35,29,27,21,344,216,0.059195804
2020,24,12/06/20 16:00,Gremio,Vasco,4,0,4,26,20,19,30,276,199,5.112009442
2020,24,12/06/20 20:30,Sao Paulo,Sport Recife,1,0,1,35,17,18,28,310,183,6.789876953
2020,24,12/07/20 20:00,Atletico-GO,Goias,0,1,1,16,21,23,34,266,193,2.785090201
2020,18,12/09/20 21:30,Sao Paulo,Botafogo,4,0,4,35,19,17,28,298,267,8.205597561
2020,25,12/12/20 17:00,Athletico-PR,Atletico-MG,0,1,1,15,36,22,27,241,322,0.855969005
2020,25,12/12/20 21:00,Ceara,Atletico-GO,1,2,3,31,16,25,22,253,262,1.588217439
2020,25,12/12/20 21:00,Goias,Gremio,0,0,0,20,30,34,19,197,274,6.022446057
2020,25,12/12/20 19:00,Internacional,Botafogo,2,1,3,28,18,23,31,215,268,4.999875441
2020,25,12/12/20 19:00,Palmeiras,Bahia,3,0,3,30,25,21,35,315,283,4.42854106
2020,25,12/12/20 17:00,RB Bragantino,Fortaleza,2,1,3,24,21,23,17,277,207,0.696318819
2020,25,12/13/20 18:15,Corinthians,Sao Paulo,1,0,1,19,38,24,17,217,318,4.287067749
2020,25,12/13/20 16:00,Flamengo,Santos,4,1,5,37,31,27,25,303,215,2.061379223
2020,25,12/13/20 18:15,Sport Recife,Coritiba,1,0,1,17,19,28,26,176,207,0.20709261
2020,25,12/13/20 20:30,Vasco,Fluminense,1,1,2,17,30,34,21,200,252,3.519630136
2020,26,12/16/20 21:30,Atletico-GO,Fluminense,2,1,3,18,30,21,22,260,253,2.161110565
2020,26,12/16/20 21:30,Sao Paulo,Atletico-MG,3,0,3,37,37,18,26,319,321,2.445263044
2020,26,12/19/20 21:00,Coritiba,Botafogo,1,2,3,17,19,26,31,214,273,0.909589333
2020,26,12/19/20 21:00,Internacional,Palmeiras,2,0,2,29,31,24,20,221,313,1.557510081
2020,26,12/19/20 19:00,Sport Recife,Gremio,1,1,2,18,29,27,18,186,281,5.523015894
2020,26,12/20/20 18:15,Flamengo,Bahia,4,3,7,40,24,27,37,307,292,6.294972165
2020,26,12/20/20 20:30,Fortaleza,Ceara,0,2,2,21,30,18,27,210,250,0.157208041
2020,26,12/20/20 16:00,RB Bragantino,Athletico-PR,0,1,1,25,15,22,22,276,243,0.013162652
2020,26,12/20/20 16:00,Vasco,Santos,1,0,1,18,31,35,27,210,212,3.699136294
2020,26,12/21/20 20:00,Corinthians,Goias,2,1,3,19,19,22,32,224,198,3.185317045
2020,27,12/26/20 17:00,Atletico-MG,Coritiba,2,0,2,34,17,29,28,321,211,5.03568775
2020,27,12/26/20 21:00,Fluminense,Sao Paulo,1,2,3,29,38,23,17,246,322,3.08281883
2020,27,12/26/20 19:00,Fortaleza,Flamengo,0,0,0,18,43,20,29,207,308,5.866766648
2020,27,12/26/20 19:00,Goias,Sport Recife,1,0,1,19,19,32,27,205,188,0.500140015
2020,27,12/27/20 18:15,Athletico-PR,Vasco,3,0,3,16,18,21,33,242,205,1.428720069
2020,27,12/27/20 16:00,Bahia,Internacional,1,2,3,24,29,36,24,295,226,3.772589552
2020,27,12/27/20 16:00,Botafogo,Corinthians,0,2,2,21,19,32,22,274,232,4.266833046
2020,27,12/27/20 20:30,Gremio,Atletico-GO,2,1,3,30,19,19,21,280,256,3.317271596
2020,27,12/27/20 18:15,Palmeiras,RB Bragantino,1,0,1,30,25,21,20,315,291,3.669531777
2020,27,12/27/20 18:15,Santos,Ceara,1,1,2,31,30,27,27,209,243,1.032181655
2020,28,01/06/21 19:15,Botafogo,Athletico-PR,0,2,2,19,18,32,20,272,247,4.097012922
2020,28,01/06/21 20:30,Coritiba,Goias,1,2,3,17,17,30,29,211,196,1.715279122
2020,28,01/06/21 21:30,Flamengo,Fluminense,1,2,3,42,29,29,24,311,244,3.716596794
2020,28,01/06/21 19:15,Gremio,Bahia,2,1,3,31,23,18,36,262,300,5.829634536
2020,28,01/06/21 21:30,RB Bragantino,Sao Paulo,4,2,6,24,40,20,15,294,321,6.138441753
2020,28,01/06/21 20:30,Sport Recife,Fortaleza,1,0,1,17,18,27,19,199,213,1.213670756
2020,28,01/07/21 21:00,Atletico-GO,Vasco,0,0,0,19,16,22,34,257,208,1.312756437
2020,28,01/07/21 19:00,Ceara,Internacional,0,2,2,30,30,28,24,245,233,1.767876673
2020,29,01/09/21 19:00,Coritiba,Athletico-PR,0,0,0,18,20,31,19,214,241,5.34281083
2020,29,01/09/21 21:00,Fortaleza,Gremio,0,0,0,17,32,18,18,226,267,5.090378905
2020,29,01/09/21 19:00,Sport Recife,Palmeiras,0,1,1,16,30,26,20,188,310,4.605371772
2020,29,01/10/21 18:15,Atletico-GO,Bahia,1,1,2,17,24,21,36,252,300,2.019857026
2020,29,01/10/21 16:00,Flamengo,Ceara,0,2,2,38,30,28,29,310,251,3.688911144
2020,29,01/10/21 18:15,Internacional,Goias,1,0,1,30,18,22,30,232,201,4.47825881
2020,29,01/10/21 16:00,Sao Paulo,Santos,0,1,1,39,30,18,26,315,209,2.90334111
2020,29,01/10/21 20:30,Vasco,Botafogo,3,0,3,15,18,34,33,215,284,2.795718299
2020,29,01/11/21 20:00,RB Bragantino,Atletico-MG,2,2,4,27,35,20,29,297,327,2.118371509
2020,29,01/13/21 21:30,Corinthians,Fluminense,5,0,5,19,30,20,22,231,243,0.033775893
2020,30,01/15/21 21:30,Palmeiras,Gremio,1,1,2,29,30,19,18,308,260,0.374798614
2020,30,01/16/21 19:00,Fluminense,Sport Recife,1,0,1,29,16,25,26,238,195,3.514374188
2020,30,01/16/21 21:00,Vasco,Coritiba,0,1,1,17,15,32,28,224,214,3.177280489
2020,30,01/17/21 16:00,Athletico-PR,Sao Paulo,1,1,2,19,38,18,18,227,327,2.440233533
2020,30,01/17/21 18:15,Atletico-MG,Atletico-GO,3,1,4,36,17,28,22,330,253,2.28602448
2020,30,01/17/21 20:30,Ceara,RB Bragantino,1,2,3,32,28,27,21,253,298,1.484334535
2020,30,01/17/21 20:30,Internacional,Fortaleza,4,2,6,29,16,22,18,225,228,4.489910078
2020,30,01/17/21 16:00,Santos,Botafogo,2,1,3,30,16,26,33,207,271,6.284571461
2020,30,01/18/21 20:00,Goias,Flamengo,0,3,3,16,36,29,29,205,313,4.390075377
2020,28,01/18/21 19:00,Palmeiras,Corinthians,4,0,4,28,24,20,18,303,240,0.997100187
2020,31,01/20/21 18:00,Bahia,Athletico-PR,1,0,1,25,19,36,19,307,225,3.005136845
2020,31,01/20/21 17:00,Botafogo,Atletico-GO,1,3,4,17,15,35,21,270,251,3.471960046
2020,31,01/20/21 20:30,Coritiba,Fluminense,3,3,6,16,28,27,24,222,234,4.818331235
2020,31,01/20/21 19:15,Gremio,Atletico-MG,1,1,2,30,37,18,28,258,338,1.79321258
2020,31,01/20/21 21:30,RB Bragantino,Vasco,4,1,5,29,14,20,31,301,220,1.973161313
2020,31,01/20/21 21:30,Sao Paulo,Internacional,1,5,6,37,33,17,23,324,221,0.025132222
2020,31,01/21/21 21:00,Corinthians,Sport Recife,3,0,3,23,14,20,25,241,196,4.147898512
2020,31,01/21/21 19:00,Flamengo,Palmeiras,2,0,2,37,30,28,18,312,298,0.084945188
2020,31,01/21/21 19:00,Fortaleza,Santos,2,0,2,17,29,21,26,235,222,3.609095664
2020,31,01/21/21 19:00,Goias,Ceara,0,4,4,14,31,29,29,200,257,2.238155378
2020,32,01/23/21 19:00,Sao Paulo,Coritiba,1,1,2,37,18,21,30,317,220,5.908806215
2020,32,01/23/21 21:00,Vasco,Atletico-MG,3,2,5,15,34,34,26,217,334,4.223027364
2020,32,01/24/21 16:00,Athletico-PR,Flamengo,2,1,3,18,39,20,26,223,316,3.256689661
2020,32,01/24/21 18:15,Atletico-GO,Fortaleza,2,0,2,17,17,21,21,255,233,0.517179265
2020,32,01/24/21 16:00,Ceara,Palmeiras,2,1,3,33,29,25,19,256,283,2.192146185
2020,32,01/24/21 20:30,Fluminense,Botafogo,2,0,2,31,17,26,37,235,271,6.223436671
2020,32,01/24/21 16:00,Internacional,Gremio,2,1,3,38,30,22,18,229,259,0.640496024
2020,32,01/24/21 18:15,Santos,Goias,3,4,7,27,12,26,29,224,202,4.206618556
2020,32,01/24/21 18:15,Sport Recife,Bahia,2,0,2,13,24,28,33,198,293,0.975444132
2020,32,01/25/21 20:30,Corinthians,RB Bragantino,0,2,2,23,29,18,19,250,303,1.46029391
2020,28,01/26/21 20:00,Atletico-MG,Santos,2,0,2,33,30,28,30,331,223,0.87470095
2020,1,01/26/21 20:00,Palmeiras,Vasco,1,1,2,29,17,20,35,278,212,4.014887073
2020,30,01/28/21 19:00,Bahia,Corinthians,2,1,3,24,23,34,19,288,247,3.142228929
2020,23,01/28/21 20:00,Gremio,Flamengo,2,4,6,30,39,17,27,259,318,0.029605006
2020,33,01/31/21 20:00,Atletico-GO,Sao Paulo,2,1,3,19,37,21,21,245,316,2.283206536
2020,33,01/31/21 20:00,Atletico-MG,Fortaleza,2,0,2,31,16,27,22,321,232,3.12506792
2020,33,01/31/21 20:00,Ceara,Athletico-PR,0,2,2,33,19,24,18,246,224,0.344252488
2020,33,01/31/21 20:00,Coritiba,Gremio,1,1,2,19,31,27,20,220,253,5.289110075
2020,33,01/31/21 20:00,Fluminense,Goias,3,0,3,29,16,26,29,232,215,3.280233792
2020,33,01/31/21 20:00,Internacional,RB Bragantino,2,1,3,39,30,22,18,242,304,3.142565775
2020,33,01/31/21 20:00,Vasco,Bahia,0,0,0,17,24,32,34,219,284,0.483836311
2020,33,02/01/21 20:00,Sport Recife,Flamengo,0,3,3,14,40,28,28,207,319,6.032251262
2020,33,02/02/21 16:00,Palmeiras,Botafogo,1,1,2,28,16,20,37,264,261,7.076552044
2020,34,02/03/21 21:30,Bahia,Fluminense,0,1,1,23,31,32,25,270,241,3.031052818
2020,34,02/03/21 21:30,Corinthians,Ceara,2,1,3,24,32,21,24,250,245,0.098280396
2020,34,02/03/21 21:30,Goias,Atletico-MG,1,0,1,15,32,30,25,220,318,4.146197634
2020,34,02/03/21 16:00,Gremio,Santos,3,3,6,30,29,20,31,262,213,1.890558348
2020,34,02/03/21 19:15,RB Bragantino,Atletico-GO,2,0,2,31,21,20,22,310,249,0.617452197
2020,34,02/04/21 21:00,Athletico-PR,Internacional,0,0,0,21,40,18,22,220,245,2.944712904
2020,34,02/04/21 21:00,Flamengo,Vasco,2,0,2,40,17,28,29,324,217,5.468807911
2020,34,02/04/21 18:30,Fortaleza,Coritiba,3,1,4,16,19,24,27,221,225,1.314231962
2020,34,02/05/21 20:00,Botafogo,Sport Recife,0,1,1,16,12,37,30,261,210,2.035135731
2020,35,02/06/21 21:00,Atletico-GO,Santos,1,1,2,21,29,21,32,242,212,0.545921813
2020,35,02/06/21 19:00,Bahia,Goias,3,3,6,20,15,33,29,269,213,0.395298364
2020,35,02/07/21 20:30,RB Bragantino,Flamengo,1,1,2,33,40,18,27,317,333,2.967738553
2020,35,02/08/21 20:00,Botafogo,Gremio,2,5,7,14,32,37,21,275,268,7.164980089
2020,35,02/08/21 20:00,Internacional,Sport Recife,1,2,3,38,13,22,27,NA,NA,6.580582384
2020,35,02/10/21 21:00,Corinthians,Athletico-PR,3,3,6,26,20,22,16,256,218,0.729204011
2020,35,02/10/21 21:30,Fluminense,Atletico-MG,0,0,0,28,29,23,26,244,314,0.617181949
2020,35,02/10/21 19:00,Fortaleza,Vasco,3,0,3,17,16,24,29,229,210,0.25234235
2020,35,02/10/21 19:15,Sao Paulo,Ceara,1,1,2,35,33,23,26,304,239,1.647510205
2020,36,02/13/21 19:00,Atletico-MG,Bahia,1,1,2,28,23,25,35,309,266,3.752860991
2020,36,02/13/21 17:00,Goias,Botafogo,2,0,2,18,14,32,41,218,282,4.129271834
2020,36,02/13/21 19:00,Santos,Coritiba,2,0,2,29,19,32,28,223,217,3.830954885
2020,36,02/14/21 18:15,Athletico-PR,Atletico-GO,2,1,3,23,20,18,21,215,226,1.801979474
2020,36,02/14/21 16:00,Flamengo,Corinthians,2,1,3,39,28,27,24,317,261,3.574183135
2020,36,02/14/21 20:30,Gremio,Sao Paulo,1,2,3,34,34,22,24,271,307,0.776781164
2020,36,02/14/21 18:15,Palmeiras,Fortaleza,3,0,3,28,20,19,24,261,234,2.457526705
2020,36,02/14/21 16:00,Vasco,Internacional,0,2,2,16,37,30,23,214,246,5.430980375
2020,36,02/15/21 18:00,Ceara,Fluminense,1,3,4,32,27,26,23,232,246,1.579391629
2020,36,02/15/21 20:00,Sport Recife,RB Bragantino,0,0,0,14,33,26,17,196,310,2.47442414
2020,35,02/17/21 20:00,Coritiba,Palmeiras,1,0,1,19,31,30,17,215,265,5.152159664
2020,33,02/17/21 20:00,Santos,Corinthians,1,0,1,29,28,31,24,229,262,0.373402365
2020,34,02/19/21 21:30,Sao Paulo,Palmeiras,1,1,2,36,30,25,15,310,264,0.964563915
2020,37,02/20/21 18:30,Coritiba,Ceara,1,0,1,17,31,29,27,216,228,2.371797916
2020,37,02/20/21 21:00,Fortaleza,Bahia,0,4,4,18,23,27,35,229,266,0.64594539
2020,37,02/21/21 16:00,Corinthians,Vasco,0,0,0,27,15,25,30,260,205,2.42823079
2020,37,02/21/21 16:00,Flamengo,Internacional,2,1,3,40,34,27,20,312,248,0.447287618
2020,37,02/21/21 20:30,Goias,RB Bragantino,0,0,0,20,32,30,16,222,322,2.548228703
2020,37,02/21/21 18:15,Gremio,Athletico-PR,1,0,1,35,24,24,18,265,206,0.386670685
2020,37,02/21/21 18:15,Santos,Fluminense,1,1,2,30,29,30,23,228,244,1.326978412
2020,37,02/21/21 16:00,Sport Recife,Atletico-MG,2,3,5,11,28,21,23,187,310,2.548896378
2020,37,02/22/21 20:00,Botafogo,Sao Paulo,1,0,1,13,33,40,25,277,304,7.667319587
2020,37,02/22/21 18:00,Palmeiras,Atletico-GO,1,1,2,31,20,14,23,257,229,1.794239721
2020,38,02/25/21 21:30,Athletico-PR,Sport Recife,2,0,2,23,13,17,22,209,193,3.307425707
2020,38,02/25/21 21:30,Atletico-GO,Coritiba,3,1,4,20,17,23,27,227,211,2.115772675
2020,38,02/25/21 21:30,Atletico-MG,Palmeiras,2,0,2,31,29,25,15,309,264,0.695494515
2020,38,02/25/21 21:30,Bahia,Santos,2,0,2,24,29,34,30,265,230,2.099343058
2020,38,02/25/21 21:30,Ceara,Botafogo,2,1,3,29,14,27,40,228,273,4.169420882
2020,38,02/25/21 21:30,Fluminense,Fortaleza,2,0,2,28,18,22,30,245,236,4.507039032
2020,38,02/25/21 21:30,Internacional,Corinthians,0,0,0,33,26,22,20,247,255,3.768600853
2020,38,02/25/21 21:30,RB Bragantino,Gremio,1,0,1,30,34,16,23,318,268,0.541859375
2020,38,02/25/21 21:30,Sao Paulo,Flamengo,2,1,3,31,37,25,27,291,313,3.545597898
2020,38,02/25/21 21:30,Vasco,Goias,3,2,5,14,19,29,29,206,217,0.70508738
2021,1,05/29/21 20:00,Bahia,Santos,3,0,3,25,28,31,29,260,236,1.112997171
2021,1,05/29/21 21:00,Sao Paulo,Fluminense,0,0,0,30,27,24,21,287,235,1.044307481
2021,1,05/30/21 18:15,Athletico-PR,America-MG,1,0,1,25,12,16,23,215,204,2.397620138
2021,1,05/30/21 11:00,Atletico-MG,Fortaleza,1,2,3,33,17,22,30,312,234,4.244829598
2021,1,05/30/21 16:00,Ceara,Gremio,3,2,5,29,32,26,23,230,272,2.164228948
2021,1,05/30/21 18:15,Chapecoense,RB Bragantino,0,3,3,15,29,22,16,268,323,3.334465888
2021,1,05/30/21 18:15,Corinthians,Atletico-GO,0,1,1,24,23,19,21,250,224,0.10931466
2021,1,05/30/21 16:00,Flamengo,Palmeiras,1,0,1,36,26,27,17,317,254,3.386288999
2021,1,05/30/21 20:30,Internacional,Sport Recife,2,2,4,31,13,20,24,253,205,5.306237067
2021,2,06/05/21 19:00,Atletico-GO,Sao Paulo,2,0,2,24,29,20,23,217,277,0.590393628
2021,2,06/05/21 21:00,RB Bragantino,Bahia,3,3,6,31,27,14,31,328,245,2.339768399
2021,2,06/05/21 21:00,Santos,Ceara,3,1,4,25,32,31,28,239,216,0.095617806
2021,2,06/06/21 16:00,America-MG,Corinthians,0,1,1,12,23,24,20,212,257,0.280797437
2021,2,06/06/21 16:00,Fortaleza,Internacional,5,1,6,18,33,29,21,244,257,3.836076314
2021,2,06/06/21 18:15,Juventude,Athletico-PR,0,3,3,24,24,34,15,NA,NA,5.699329075
2021,2,06/06/21 18:15,Palmeiras,Chapecoense,3,1,4,25,14,18,23,258,259,2.906201339
2021,2,06/06/21 20:30,Sport Recife,Atletico-MG,0,1,1,14,30,26,24,202,316,2.562120048
2021,3,06/12/21 19:00,Palmeiras,Corinthians,1,1,2,26,23,19,19,266,257,0.670095653
2021,3,06/12/21 19:00,Santos,Juventude,0,0,0,27,24,31,33,NA,NA,4.647828836
2021,3,06/13/21 16:00,Atletico-MG,Sao Paulo,1,0,1,29,28,23,24,313,272,0.704919084
2021,3,06/13/21 20:30,Bahia,Internacional,0,1,1,28,32,33,24,242,250,1.678803123
2021,3,06/13/21 20:30,Chapecoense,Ceara,0,0,0,15,31,25,27,257,211,2.084538812
2021,3,06/13/21 16:00,Flamengo,America-MG,2,0,2,36,10,23,25,314,216,6.225145376
2021,3,06/13/21 20:30,Fortaleza,Sport Recife,1,0,1,21,14,27,27,246,206,1.971110018
2021,3,06/13/21 16:00,Gremio,Athletico-PR,0,1,1,33,26,26,15,271,200,1.62800116
2021,3,06/13/21 20:30,RB Bragantino,Fluminense,2,2,4,33,27,16,20,341,231,0.996672108
2021,4,06/16/21 20:30,Corinthians,RB Bragantino,1,2,3,23,33,18,17,258,346,1.418685738
2021,4,06/16/21 19:00,Internacional,Atletico-MG,0,1,1,33,30,22,21,243,301,0.672055505
2021,4,06/16/21 21:30,Juventude,Palmeiras,0,3,3,23,27,30,19,NA,NA,4.298410314
2021,4,06/16/21 19:00,Sao Paulo,Chapecoense,1,1,2,25,14,24,24,260,251,3.358947953
2021,4,06/17/21 19:00,Atletico-GO,Fortaleza,0,0,0,25,22,19,27,211,241,1.390436077
2021,4,06/17/21 16:00,Ceara,Bahia,1,2,3,29,26,25,33,214,241,0.116682179
2021,4,06/17/21 19:00,Fluminense,Santos,1,0,1,29,25,20,31,231,258,3.127918765
2021,4,06/17/21 19:00,Sport Recife,Gremio,1,0,1,14,29,26,25,198,265,2.64956775
2021,5,06/20/21 18:15,Athletico-PR,Atletico-GO,2,1,3,25,24,15,18,199,210,2.095019885
2021,5,06/20/21 16:00,Bahia,Corinthians,0,0,0,28,24,30,20,242,256,0.815054591
2021,5,06/20/21 18:15,Fortaleza,Fluminense,1,1,2,20,28,26,19,235,233,2.999914895
2021,5,06/20/21 16:00,Internacional,Ceara,1,1,2,32,29,21,26,241,215,3.240379323
2021,5,06/20/21 20:30,Juventude,Sport Recife,1,0,1,21,15,33,25,NA,NA,2.442670222
2021,5,06/20/21 11:00,Palmeiras,America-MG,2,1,3,27,8,19,24,255,228,3.499557538
2021,5,06/20/21 18:15,Santos,Sao Paulo,2,0,2,25,23,31,25,270,258,0.478050368
2021,5,06/21/21 20:00,Atletico-MG,Chapecoense,1,1,2,29,15,19,24,289,251,5.344396838
2021,6,06/23/21 19:00,Atletico-GO,Fluminense,1,0,1,24,29,20,20,208,230,2.452094054
2021,6,06/23/21 19:00,Flamengo,Fortaleza,2,1,3,39,20,21,26,322,236,3.240431697
2021,6,06/24/21 16:00,America-MG,Juventude,1,1,2,7,19,25,33,NA,NA,1.365769473
2021,6,06/24/21 21:30,Bahia,Athletico-PR,2,1,3,27,26,27,16,239,198,3.238871244
2021,6,06/24/21 19:00,Ceara,Atletico-MG,2,1,3,26,28,26,19,218,292,3.707088713
2021,6,06/24/21 19:00,Chapecoense,Internacional,1,2,3,16,33,24,22,259,234,3.517157137
2021,6,06/24/21 19:00,Corinthians,Sport Recife,2,1,3,23,13,20,22,255,201,2.220751511
2021,6,06/24/21 21:30,Gremio,Santos,2,2,4,29,23,26,29,264,270,0.633165139
2021,7,06/27/21 20:30,America-MG,Internacional,1,1,2,8,33,26,21,234,249,4.772003629
2021,7,06/27/21 20:00,Athletico-PR,Chapecoense,2,2,4,27,17,15,24,203,254,5.40668122
2021,7,06/27/21 20:30,Ceara,Sao Paulo,1,1,2,26,20,27,29,223,237,0.022578215
2021,7,06/27/21 16:00,Fluminense,Corinthians,1,1,2,26,25,20,21,206,262,2.825834713
2021,7,06/27/21 20:00,Gremio,Fortaleza,0,0,0,29,21,27,28,257,233,0.81725897
2021,7,06/27/21 11:00,Juventude,Flamengo,1,0,1,19,38,34,21,NA,NA,7.453373412
2021,7,06/27/21 20:00,Palmeiras,Bahia,3,2,5,25,29,21,26,262,249,0.066198029
2021,7,06/27/21 20:30,Santos,Atletico-MG,2,0,2,23,27,29,19,261,299,1.834628753